freq,psd_x,psd_y,psd_z,psd_xyz
75.1,1.052e+03,5.682e+03,1.362e+04,2.035e+04
76.6,9.153e+02,5.602e+03,1.396e+04,2.048e+04
78.2,8.234e+02,6.435e+03,1.585e+04,2.311e+04
79.7,7.083e+02,8.679e+03,1.819e+04,2.758e+04
81.2,6.064e+02,1.307e+04,2.060e+04,3.428e+04
82.8,4.839e+02,1.889e+04,2.256e+04,4.194e+04
84.3,4.169e+02,2.576e+04,2.489e+04,5.107e+04
85.8,6.184e+02,3.162e+04,2.706e+04,5.929e+04
87.4,1.459e+03,3.362e+04,2.723e+04,6.230e+04
88.9,7.603e+02,3.629e+04,2.815e+04,6.520e+04
90.4,3.231e+02,3.932e+04,2.837e+04,6.801e+04
92.0,2.659e+02,3.933e+04,2.683e+04,6.643e+04
93.5,1.918e+02,3.715e+04,2.447e+04,6.181e+04
95.0,2.524e+02,3.532e+04,2.292e+04,5.849e+04
96.6,5.207e+02,3.583e+04,2.316e+04,5.951e+04
98.1,7.840e+02,3.689e+04,2.292e+04,6.060e+04
99.6,7.987e+02,3.547e+04,1.968e+04,5.594e+04
101.2,6.909e+02,3.433e+04,1.694e+04,5.196e+04
102.7,5.954e+02,3.568e+04,1.686e+04,5.314e+04
104.2,6.760e+02,3.772e+04,1.762e+04,5.601e+04
105.8,1.008e+03,3.663e+04,1.643e+04,5.406e+04
107.3,1.686e+03,3.230e+04,1.426e+04,4.824e+04
108.8,2.648e+03,3.028e+04,1.396e+04,4.689e+04
110.4,4.080e+03,2.792e+04,1.319e+04,4.519e+04
111.9,6.641e+03,2.869e+04,1.447e+04,4.980e+04
113.4,8.804e+03,2.913e+04,1.441e+04,5.234e+04
115.0,8.925e+03,2.562e+04,1.203e+04,4.658e+04
116.5,7.077e+03,2.608e+04,1.340e+04,4.656e+04
118.0,6.067e+03,3.277e+04,1.790e+04,5.674e+04
119.6,5.217e+03,4.120e+04,2.224e+04,6.865e+04
121.1,3.192e+03,4.738e+04,2.679e+04,7.736e+04
122.6,1.283e+03,4.806e+04,2.774e+04,7.708e+04
124.1,7.018e+02,4.339e+04,2.281e+04,6.691e+04
125.7,6.450e+02,3.754e+04,1.726e+04,5.545e+04
127.2,6.593e+02,3.299e+04,1.360e+04,4.725e+04
128.7,6.848e+02,2.997e+04,1.160e+04,4.225e+04
130.3,8.073e+02,2.734e+04,9.867e+03,3.801e+04
131.8,1.552e+03,2.278e+04,7.058e+03,3.139e+04
133.3,1.365e+03,8.819e+03,2.496e+03,1.268e+04
134.9,1.072e+03,6.087e+02,4.730e+02,2.153e+03
136.4,1.201e+03,2.666e+02,4.755e+02,1.943e+03
137.9,1.118e+03,2.995e+02,4.536e+02,1.871e+03
139.5,1.001e+03,3.371e+02,4.458e+02,1.784e+03
141.0,7.544e+02,3.249e+02,3.942e+02,1.473e+03
142.5,5.600e+02,2.939e+02,3.022e+02,1.156e+03
144.1,5.507e+02,3.037e+02,2.554e+02,1.110e+03
145.6,6.593e+02,3.183e+02,2.661e+02,1.244e+03
147.1,7.865e+02,3.137e+02,3.042e+02,1.404e+03
148.7,7.871e+02,3.144e+02,3.203e+02,1.422e+03
150.2,7.745e+02,3.293e+02,3.417e+02,1.446e+03
151.7,7.552e+02,3.177e+02,3.616e+02,1.435e+03
153.3,6.597e+02,3.344e+02,3.743e+02,1.368e+03
154.8,6.688e+02,4.139e+02,3.699e+02,1.453e+03
156.3,6.081e+02,5.508e+02,3.207e+02,1.480e+03
157.9,4.732e+02,8.314e+02,2.127e+02,1.517e+03
159.4,4.672e+02,9.834e+02,1.538e+02,1.604e+03
160.9,4.721e+02,9.234e+02,1.346e+02,1.530e+03
162.5,4.530e+02,8.327e+02,1.388e+02,1.425e+03
164.0,4.886e+02,7.849e+02,1.622e+02,1.436e+03
165.5,5.474e+02,7.646e+02,1.892e+02,1.501e+03
167.1,6.132e+02,7.769e+02,2.197e+02,1.610e+03
168.6,6.605e+02,8.224e+02,2.583e+02,1.741e+03
170.1,6.664e+02,7.780e+02,3.013e+02,1.746e+03
171.7,8.291e+02,7.173e+02,3.628e+02,1.909e+03
173.2,1.317e+03,8.143e+02,4.974e+02,2.629e+03
174.7,1.763e+03,1.024e+03,6.221e+02,3.409e+03
176.3,2.073e+03,1.262e+03,6.959e+02,4.030e+03
177.8,2.575e+03,1.694e+03,7.388e+02,5.008e+03
179.3,2.647e+03,1.962e+03,7.405e+02,5.349e+03
180.9,2.477e+03,1.836e+03,8.108e+02,5.124e+03
182.4,2.424e+03,1.750e+03,9.416e+02,5.116e+03
183.9,2.164e+03,1.566e+03,9.612e+02,4.692e+03
185.5,1.965e+03,1.466e+03,9.261e+02,4.357e+03
187.0,1.850e+03,1.393e+03,8.447e+02,4.088e+03
188.5,1.764e+03,1.225e+03,7.622e+02,3.751e+03
190.1,1.526e+03,9.869e+02,6.213e+02,3.134e+03
191.6,1.199e+03,8.450e+02,4.782e+02,2.522e+03
193.1,8.824e+02,8.043e+02,3.221e+02,2.009e+03
194.7,6.621e+02,8.237e+02,2.572e+02,1.743e+03
196.2,6.793e+02,8.462e+02,2.820e+02,1.807e+03
197.7,7.552e+02,8.253e+02,3.253e+02,1.906e+03
199.3,7.981e+02,8.115e+02,4.025e+02,2.012e+03
