freq,psd_x,psd_y,psd_z,psd_xyz
79.8,1.958e+05,2.514e+03,1.963e+04,2.180e+05
81.3,1.700e+05,2.682e+03,1.812e+04,1.908e+05
82.8,1.506e+05,2.574e+03,1.511e+04,1.682e+05
84.4,1.330e+05,2.253e+03,1.233e+04,1.476e+05
85.9,1.121e+05,1.998e+03,9.635e+03,1.237e+05
87.4,8.489e+04,1.671e+03,5.960e+03,9.252e+04
89.0,6.289e+04,1.231e+03,3.247e+03,6.737e+04
90.5,5.255e+04,1.217e+03,2.254e+03,5.603e+04
92.0,4.533e+04,1.326e+03,1.219e+03,4.787e+04
93.6,4.104e+04,1.406e+03,5.973e+02,4.304e+04
95.1,4.861e+04,1.343e+03,1.355e+03,5.131e+04
96.6,6.484e+04,1.190e+03,3.613e+03,6.964e+04
98.2,7.937e+04,1.141e+03,7.613e+03,8.812e+04
99.7,9.279e+04,1.755e+03,1.085e+04,1.054e+05
101.2,9.959e+04,2.918e+03,1.056e+04,1.131e+05
102.8,9.580e+04,3.368e+03,7.664e+03,1.068e+05
104.3,8.736e+04,2.928e+03,4.949e+03,9.524e+04
105.8,7.098e+04,3.564e+03,2.487e+03,7.703e+04
107.4,4.998e+04,6.174e+03,2.056e+03,5.821e+04
108.9,4.474e+04,8.351e+03,4.911e+03,5.800e+04
110.4,6.411e+04,1.008e+04,9.822e+03,8.401e+04
112.0,9.713e+04,1.106e+04,1.499e+04,1.232e+05
113.5,1.312e+05,7.077e+03,1.564e+04,1.539e+05
115.0,1.451e+05,3.180e+03,1.214e+04,1.605e+05
116.6,1.308e+05,1.508e+03,8.406e+03,1.407e+05
118.1,1.155e+05,1.310e+03,7.945e+03,1.247e+05
119.6,1.021e+05,1.604e+03,7.078e+03,1.108e+05
121.2,8.619e+04,2.297e+03,6.887e+03,9.538e+04
122.7,9.649e+04,2.507e+03,7.859e+03,1.069e+05
124.2,9.981e+04,2.366e+03,7.371e+03,1.095e+05
125.8,8.688e+04,2.679e+03,6.842e+03,9.640e+04
127.3,7.661e+04,3.246e+03,6.080e+03,8.594e+04
128.8,6.958e+04,4.315e+03,5.460e+03,7.935e+04
130.4,6.265e+04,5.456e+03,4.971e+03,7.308e+04
131.9,5.068e+04,6.614e+03,4.127e+03,6.142e+04
133.5,2.094e+04,5.347e+03,2.338e+03,2.862e+04
135.0,7.935e+03,5.080e+03,1.829e+03,1.484e+04
136.5,8.979e+03,5.941e+03,2.100e+03,1.702e+04
138.1,9.681e+03,6.548e+03,2.592e+03,1.882e+04
139.6,1.030e+04,7.237e+03,3.004e+03,2.054e+04
141.1,1.077e+04,7.558e+03,3.364e+03,2.169e+04
142.7,1.123e+04,7.777e+03,3.592e+03,2.260e+04
144.2,1.189e+04,8.159e+03,3.814e+03,2.386e+04
145.7,1.247e+04,8.583e+03,3.899e+03,2.495e+04
147.3,1.311e+04,9.086e+03,3.969e+03,2.616e+04
148.8,1.400e+04,9.538e+03,4.379e+03,2.791e+04
150.3,1.535e+04,1.026e+04,4.682e+03,3.029e+04
151.9,1.769e+04,1.096e+04,4.977e+03,3.363e+04
153.4,1.845e+04,1.074e+04,5.034e+03,3.422e+04
154.9,1.790e+04,1.086e+04,5.226e+03,3.399e+04
156.5,1.958e+04,1.125e+04,5.884e+03,3.672e+04
158.0,2.201e+04,1.138e+04,6.635e+03,4.003e+04
159.5,2.439e+04,1.284e+04,7.503e+03,4.473e+04
161.1,2.652e+04,1.453e+04,8.675e+03,4.972e+04
162.6,2.914e+04,1.605e+04,9.721e+03,5.491e+04
164.1,3.139e+04,1.658e+04,1.039e+04,5.836e+04
165.7,3.208e+04,1.545e+04,1.046e+04,5.799e+04
167.2,3.361e+04,1.441e+04,1.057e+04,5.859e+04
168.7,3.772e+04,1.462e+04,1.179e+04,6.414e+04
170.3,4.099e+04,1.455e+04,1.314e+04,6.868e+04
171.8,3.994e+04,1.197e+04,1.286e+04,6.477e+04
173.3,3.833e+04,1.110e+04,1.193e+04,6.136e+04
174.9,3.855e+04,1.270e+04,1.137e+04,6.262e+04
176.4,4.007e+04,1.446e+04,1.225e+04,6.678e+04
177.9,3.924e+04,1.577e+04,1.222e+04,6.723e+04
179.5,3.616e+04,1.660e+04,1.173e+04,6.448e+04
181.0,3.197e+04,1.604e+04,1.157e+04,5.959e+04
182.5,3.070e+04,1.581e+04,1.072e+04,5.723e+04
184.1,3.040e+04,1.568e+04,1.032e+04,5.639e+04
185.6,2.821e+04,1.424e+04,9.364e+03,5.181e+04
187.1,3.028e+04,1.492e+04,9.603e+03,5.480e+04
188.7,3.643e+04,1.831e+04,1.068e+04,6.541e+04
190.2,4.454e+04,2.284e+04,1.231e+04,7.969e+04
191.7,5.553e+04,2.767e+04,1.478e+04,9.798e+04
193.3,6.677e+04,3.291e+04,1.658e+04,1.163e+05
194.8,8.122e+04,4.015e+04,2.019e+04,1.416e+05
196.3,8.261e+04,4.065e+04,2.156e+04,1.448e+05
197.9,6.518e+04,3.115e+04,1.730e+04,1.136e+05
199.4,5.462e+04,2.657e+04,1.436e+04,9.555e+04
