freq,psd_x,psd_y,psd_z,psd_xyz
76.7,9.446e+03,7.147e+03,2.683e+05,2.849e+05
78.2,9.193e+03,7.247e+03,2.503e+05,2.667e+05
79.7,9.257e+03,7.266e+03,2.407e+05,2.572e+05
81.2,1.044e+04,7.542e+03,2.305e+05,2.485e+05
82.7,1.147e+04,8.421e+03,2.199e+05,2.398e+05
84.2,1.309e+04,9.671e+03,2.092e+05,2.319e+05
85.7,1.548e+04,1.157e+04,1.988e+05,2.259e+05
87.2,1.705e+04,1.293e+04,1.887e+05,2.187e+05
88.7,1.803e+04,1.433e+04,1.778e+05,2.102e+05
90.3,1.815e+04,1.541e+04,1.625e+05,1.961e+05
91.8,1.752e+04,1.472e+04,1.523e+05,1.846e+05
93.3,1.665e+04,1.553e+04,1.388e+05,1.710e+05
94.8,1.372e+04,1.530e+04,1.146e+05,1.437e+05
96.3,1.262e+04,1.353e+04,1.115e+05,1.377e+05
97.8,1.581e+04,1.386e+04,1.451e+05,1.748e+05
99.3,1.808e+04,1.371e+04,1.855e+05,2.173e+05
100.8,2.033e+04,1.453e+04,2.142e+05,2.490e+05
102.3,2.207e+04,1.494e+04,2.374e+05,2.745e+05
103.8,2.151e+04,1.436e+04,2.554e+05,2.913e+05
105.3,2.113e+04,1.531e+04,2.687e+05,3.051e+05
106.8,2.245e+04,1.534e+04,2.787e+05,3.165e+05
108.3,2.467e+04,1.390e+04,2.786e+05,3.172e+05
109.8,2.777e+04,1.345e+04,2.613e+05,3.025e+05
111.3,3.386e+04,1.549e+04,2.819e+05,3.313e+05
112.8,4.446e+04,2.199e+04,3.095e+05,3.759e+05
114.3,4.781e+04,2.438e+04,3.071e+05,3.793e+05
115.8,4.711e+04,2.191e+04,3.177e+05,3.867e+05
117.3,4.420e+04,1.795e+04,3.321e+05,3.943e+05
118.8,4.211e+04,1.821e+04,3.687e+05,4.290e+05
120.3,4.464e+04,2.383e+04,3.824e+05,4.508e+05
121.8,4.387e+04,2.825e+04,3.300e+05,4.021e+05
123.3,5.160e+04,3.768e+04,3.225e+05,4.118e+05
124.8,6.703e+04,4.543e+04,3.992e+05,5.116e+05
126.4,7.239e+04,4.747e+04,4.126e+05,5.324e+05
127.9,7.595e+04,4.926e+04,4.225e+05,5.477e+05
129.4,8.873e+04,5.520e+04,5.090e+05,6.530e+05
130.9,1.083e+05,6.364e+04,6.170e+05,7.889e+05
132.4,9.900e+04,5.567e+04,5.365e+05,6.911e+05
133.9,3.445e+04,2.027e+04,1.844e+05,2.391e+05
135.4,1.511e+04,1.045e+04,8.252e+04,1.081e+05
136.9,1.250e+04,9.861e+03,5.930e+04,8.166e+04
138.4,1.129e+04,8.550e+03,4.166e+04,6.150e+04
139.9,1.355e+04,8.576e+03,4.249e+04,6.462e+04
141.4,2.019e+04,1.054e+04,7.417e+04,1.049e+05
142.9,2.280e+04,1.100e+04,9.361e+04,1.274e+05
144.4,2.022e+04,8.854e+03,8.707e+04,1.161e+05
145.9,1.008e+04,3.981e+03,4.768e+04,6.174e+04
147.4,8.117e+03,2.642e+03,4.371e+04,5.447e+04
148.9,1.134e+04,2.968e+03,5.572e+04,7.003e+04
150.4,1.281e+04,3.199e+03,6.687e+04,8.288e+04
151.9,1.150e+04,2.588e+03,6.641e+04,8.050e+04
153.4,1.150e+04,2.334e+03,6.949e+04,8.332e+04
154.9,1.354e+04,2.603e+03,7.896e+04,9.510e+04
156.4,1.555e+04,3.130e+03,9.052e+04,1.092e+05
157.9,1.678e+04,3.566e+03,1.032e+05,1.236e+05
159.4,1.839e+04,4.052e+03,1.158e+05,1.383e+05
161.0,1.860e+04,4.804e+03,1.181e+05,1.415e+05
162.5,2.082e+04,6.058e+03,1.340e+05,1.609e+05
164.0,2.258e+04,7.498e+03,1.495e+05,1.796e+05
165.5,2.463e+04,8.613e+03,1.649e+05,1.981e+05
167.0,2.764e+04,9.738e+03,1.872e+05,2.245e+05
168.5,3.310e+04,1.165e+04,2.234e+05,2.682e+05
170.0,3.855e+04,1.299e+04,2.637e+05,3.153e+05
171.5,4.713e+04,1.423e+04,3.178e+05,3.792e+05
173.0,5.806e+04,1.594e+04,3.725e+05,4.465e+05
174.5,6.667e+04,1.748e+04,4.380e+05,5.222e+05
176.0,7.419e+04,2.053e+04,4.965e+05,5.912e+05
177.5,6.073e+04,1.980e+04,4.457e+05,5.262e+05
179.0,6.538e+04,1.921e+04,4.826e+05,5.672e+05
180.5,5.904e+04,1.654e+04,4.205e+05,4.960e+05
182.0,5.490e+04,1.707e+04,4.045e+05,4.765e+05
183.5,5.462e+04,1.799e+04,4.130e+05,4.856e+05
185.0,5.453e+04,1.944e+04,4.378e+05,5.118e+05
186.5,6.382e+04,2.174e+04,4.824e+05,5.679e+05
188.0,7.226e+04,2.579e+04,5.445e+05,6.426e+05
189.5,7.238e+04,2.825e+04,5.564e+05,6.571e+05
191.0,6.421e+04,2.799e+04,4.969e+05,5.891e+05
192.5,5.441e+04,2.678e+04,4.439e+05,5.251e+05
194.0,4.730e+04,2.424e+04,3.804e+05,4.519e+05
195.5,4.141e+04,2.255e+04,3.230e+05,3.870e+05
197.1,3.738e+04,2.117e+04,2.824e+05,3.409e+05
198.6,3.151e+04,1.941e+04,2.449e+05,2.958e+05
