freq,psd_x,psd_y,psd_z,psd_xyz
155.5,1.172e+03,1.530e+03,8.028e+03,1.073e+04
157.0,1.402e+03,7.777e+02,8.818e+03,1.100e+04
158.5,1.308e+03,6.447e+02,8.008e+03,9.961e+03
160.0,1.049e+03,6.766e+02,6.362e+03,8.087e+03
161.5,8.256e+02,7.112e+02,4.935e+03,6.472e+03
163.0,7.676e+02,7.416e+02,4.594e+03,6.103e+03
164.4,7.939e+02,8.190e+02,4.672e+03,6.285e+03
165.9,7.793e+02,8.488e+02,4.476e+03,6.104e+03
167.4,8.626e+02,8.656e+02,5.171e+03,6.899e+03
168.9,8.763e+02,8.712e+02,5.220e+03,6.967e+03
170.4,8.445e+02,8.522e+02,4.966e+03,6.663e+03
171.9,8.293e+02,8.183e+02,4.853e+03,6.501e+03
173.4,8.768e+02,8.192e+02,4.900e+03,6.596e+03
174.9,1.032e+03,8.500e+02,5.628e+03,7.510e+03
176.4,1.266e+03,9.368e+02,7.257e+03,9.461e+03
177.9,1.544e+03,1.257e+03,9.603e+03,1.240e+04
179.4,1.585e+03,1.689e+03,9.810e+03,1.308e+04
180.9,1.484e+03,1.135e+03,8.069e+03,1.069e+04
182.4,1.154e+03,9.380e+02,5.781e+03,7.873e+03
183.9,9.626e+02,1.479e+03,4.740e+03,7.182e+03
185.4,9.303e+02,2.072e+03,4.740e+03,7.742e+03
186.9,8.919e+02,2.942e+03,4.765e+03,8.600e+03
188.4,8.785e+02,2.762e+03,4.722e+03,8.363e+03
189.9,9.923e+02,1.856e+03,5.140e+03,7.988e+03
191.4,1.021e+03,2.312e+03,5.543e+03,8.876e+03
192.9,9.182e+02,2.280e+03,4.893e+03,8.092e+03
194.3,9.869e+02,2.249e+03,4.750e+03,7.985e+03
195.8,9.157e+02,2.551e+03,3.936e+03,7.403e+03
197.3,8.551e+02,3.037e+03,3.264e+03,7.155e+03
198.8,1.041e+03,3.716e+03,4.159e+03,8.917e+03
