freq,psd_x,psd_y,psd_z,psd_xyz
167.6,3.754e+04,1.306e+04,2.923e+05,3.429e+05
169.1,3.965e+04,1.314e+04,3.219e+05,3.747e+05
170.6,4.769e+04,1.499e+04,3.884e+05,4.511e+05
172.0,5.843e+04,1.618e+04,4.649e+05,5.395e+05
173.5,7.174e+04,1.819e+04,5.521e+05,6.420e+05
175.0,7.754e+04,1.915e+04,5.867e+05,6.834e+05
176.5,7.483e+04,1.712e+04,5.528e+05,6.447e+05
178.0,7.214e+04,1.553e+04,5.202e+05,6.079e+05
179.5,6.047e+04,1.246e+04,4.312e+05,5.041e+05
181.0,5.675e+04,1.251e+04,4.050e+05,4.743e+05
182.5,5.977e+04,1.500e+04,4.397e+05,5.145e+05
184.0,5.983e+04,1.705e+04,4.334e+05,5.103e+05
185.5,5.670e+04,1.836e+04,4.079e+05,4.829e+05
187.0,4.611e+04,1.689e+04,3.418e+05,4.048e+05
188.5,3.590e+04,1.497e+04,2.754e+05,3.262e+05
190.0,3.044e+04,1.347e+04,2.332e+05,2.771e+05
191.5,2.456e+04,1.189e+04,1.974e+05,2.338e+05
193.0,1.951e+04,1.013e+04,1.566e+05,1.862e+05
194.5,1.387e+04,7.978e+03,1.144e+05,1.362e+05
196.0,9.833e+03,6.475e+03,8.497e+04,1.013e+05
197.5,7.984e+03,5.355e+03,6.505e+04,7.839e+04
199.0,6.022e+03,4.659e+03,4.918e+04,5.986e+04
